Sales,City,State,Region,Category,Product Name
242.35,Tucson,Arizona,West,Furniture,Global Low Back Tilter Chair
221.92,Tucson,Arizona,West,Office Supplies,Xerox 1888
8.45,Tucson,Arizona,West,Office Supplies,Xerox 1954
29.52,Detroit,Michigan,Central,Office Supplies,GBC Plastic Binding Combs
302.94,Detroit,Michigan,Central,Furniture,Hon Valutask Swivel Chairs
142.36,Detroit,Michigan,Central,Furniture,Harbour Creations 67200 Series Stacking Chairs
546.66,Detroit,Michigan,Central,Furniture,"Global Value Steno Chair, Gray"
212.13,Detroit,Michigan,Central,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
5.25,Austin,Texas,Central,Office Supplies,Newell 348
74.42,Austin,Texas,Central,Office Supplies,Safco Commercial Shelving
6.85,Austin,Texas,Central,Office Supplies,Xerox 1927
8.00,Austin,Texas,Central,Furniture,Telescoping Adjustable Floor Lamp
8.71,Houston,Texas,Central,Office Supplies,Holmes HEPA Air Purifier
65.17,Waterbury,Connecticut,East,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles
14.62,Waterbury,Connecticut,East,Office Supplies,Avery 519
173.24,Waterbury,Connecticut,East,Furniture,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
895.92,Los Angeles,California,West,Office Supplies,GBC DocuBind TL200 Manual Binding Machine
130.71,Los Angeles,California,West,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black"
11.68,Los Angeles,California,West,Office Supplies,Newell 328
62.31,Los Angeles,California,West,Technology,Enermax Briskie RF Wireless Keyboard and Mouse Combo
0.85,Philadelphia,Pennsylvania,East,Office Supplies,Avery Round Ring Poly Binders
36.29,Huntsville,Texas,Central,Office Supplies,Xerox 224
56.57,Huntsville,Texas,Central,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
344.70,Portland,Oregon,West,Technology,Aastra 6757i CT Wireless VoIP phone
201.58,Louisville,Colorado,West,Technology,VTech DS6151
521.96,Seattle,Washington,West,Furniture,"Bevis Oval Conference Table, Walnut"
8.22,Baltimore,Maryland,East,Office Supplies,Rogers Handheld Barrel Pencil Sharpener
45.36,San Francisco,California,West,Office Supplies,Xerox 1894
947.17,Los Angeles,California,West,Office Supplies,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand"
61.96,Los Angeles,California,West,Office Supplies,Xerox 19
268.94,Aurora,Illinois,Central,Furniture,"Bevis Round Conference Table Top, X-Base"
7.58,Seattle,Washington,West,Office Supplies,Staples in misc. colors
14.73,Athens,Georgia,South,Office Supplies,Avery 493
9.89,Apopka,Florida,South,Office Supplies,Ibico Standard Transparent Covers
671.54,Apopka,Florida,South,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators
1117.92,New York City,New York,East,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
275.95,New York City,New York,East,Furniture,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
123.14,San Francisco,California,West,Office Supplies,Wilson Jones Legal Size Ring Binders
15.58,Dallas,Texas,Central,Technology,SanDisk Cruzer 4 GB USB Flash Drive
212.64,San Diego,California,West,Office Supplies,Xerox 1880
9.87,San Diego,California,West,Office Supplies,Tops Wirebound Message Log Books
53.25,San Diego,California,West,Technology,Memorex Froggy Flash Drive 8 GB
19.92,San Diego,California,West,Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
658.75,New York City,New York,East,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
8.26,Lewiston,Maine,East,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1"""
29.84,Lewiston,Maine,East,Office Supplies,Recycled Easel Ring Binders
67.98,Lewiston,Maine,East,Technology,Lenovo 17-Key USB Numeric Keypad
61.06,Long Beach,California,West,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
35.54,Long Beach,California,West,Furniture,Hon 61000 Series Interactive Training Tables
9.96,Seattle,Washington,West,Office Supplies,Avery 483
9.21,Seattle,Washington,West,Office Supplies,"Dixon Ticonderoga Maple Cedar Pencil, #2"
27.93,Seattle,Washington,West,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles
7.90,Rochester,Minnesota,Central,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks
221.16,Rochester,Minnesota,Central,Office Supplies,Recycled Steel Personal File for Standard File Folders
127.96,Rochester,Minnesota,Central,Office Supplies,GBC ProClick Punch Binding System
18.69,Rochester,Minnesota,Central,Office Supplies,Avery Hole Reinforcements
25.35,San Francisco,California,West,Office Supplies,"Elite 5"" Scissors"
35.28,San Francisco,California,West,Furniture,"Executive Impressions 10"" Spectator Wall Clock"
33.40,Seattle,Washington,West,Office Supplies,Xerox 1898
837.60,Spokane,Washington,West,Technology,Okidata C331dn Printer
40.68,Franklin,Tennessee,South,Technology,ARKON Windshield Dashboard Air Vent Car Mount Holder
209.57,Jackson,Tennessee,South,Furniture,Office Star - Mesh Screen back chair with Vinyl seat
22.37,Austin,Texas,Central,Technology,AmazonBasics 3-Button USB Wired Mouse
3.88,Pembroke Pines,Florida,South,Office Supplies,GBC Instant Report Kit
115.30,Pembroke Pines,Florida,South,Office Supplies,14-7/8 x 11 Blue Bar Computer Printout Paper
1.91,Philadelphia,Pennsylvania,East,Office Supplies,Insertable Tab Indexes For Data Binders
43.37,Danville,Illinois,Central,Office Supplies,GBC Linen Binding Covers
783.96,New York City,New York,East,Technology,Panasonic KX-TG9471B
48.90,New York City,New York,East,Office Supplies,Surelock Post Binders
7.86,New York City,New York,East,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
5.90,Columbus,Ohio,East,Office Supplies,Avery 487
13.71,Columbus,Ohio,East,Office Supplies,Acme Office Executive Series Stainless Steel Trimmers
182.94,Chula Vista,California,West,Office Supplies,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"
27.76,San Francisco,California,West,Office Supplies,BIC Liqua Brite Liner
25.99,New York City,New York,East,Office Supplies,"BOSTON Ranger #55 Pencil Sharpener, Black"
113.52,San Antonio,Texas,Central,Technology,Maxell 4.7GB DVD-R
359.88,San Antonio,Texas,Central,Technology,Panasonic KX T7736-B Digital phone
25.34,Jacksonville,North Carolina,South,Office Supplies,Things To Do Today Spiral Book
11.95,San Francisco,California,West,Office Supplies,Cardinal Holdit Business Card Pockets
6.24,San Francisco,California,West,Office Supplies,Kleencut Forged Office Shears by Acme United Corporation
742.34,Avondale,Arizona,West,Technology,Plantronics HL10 Handset Lifter
6.46,Chicago,Illinois,Central,Furniture,Contemporary Wood/Metal Frame
11.52,Chicago,Illinois,Central,Office Supplies,Avery File Folder Labels
222.38,Chicago,Illinois,Central,Technology,Toshiba IPT2010-SD IPÿTelephone
23.36,Escondido,California,West,Office Supplies,Newell 328
8.67,Long Beach,New York,East,Office Supplies,Staple-on labels
25.71,Long Beach,New York,East,Office Supplies,Acme Office Executive Series Stainless Steel Trimmers
100.94,Newark,Delaware,East,Office Supplies,Holmes Odor Grabber
63.88,Buffalo,New York,East,Furniture,"Situations Contoured Folding Chairs, 4/Set"
683.14,Houston,Texas,Central,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"
1.48,Houston,Texas,Central,Office Supplies,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack"
40.71,Houston,Texas,Central,Office Supplies,Acme Stainless Steel Office Snips
279.90,Wichita,Kansas,Central,Office Supplies,Xerox 1934
13.12,Colorado Springs,Colorado,West,Office Supplies,Newell 313
69.58,Colorado Springs,Colorado,West,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish"
4.22,Colorado Springs,Colorado,West,Office Supplies,Newell 326
58.08,Colorado Springs,Colorado,West,Technology,Logitech Keyboard K120
52.42,Colorado Springs,Colorado,West,Furniture,"Master Caster Door Stop, Large Neon Orange"
54.92,Colorado Springs,Colorado,West,Furniture,DAX Wood Document Frame
364.95,Colorado Springs,Colorado,West,Furniture,Bevis Rectangular Conference Tables
85.06,Colorado Springs,Colorado,West,Office Supplies,Xerox 1932
27.70,Colorado Springs,Colorado,West,Office Supplies,Avery Personal Creations Heavyweight Cards
24.96,New York City,New York,East,Office Supplies,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ó? x 11?"
43.13,Los Angeles,California,West,Furniture,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
5.64,Marietta,Georgia,South,Office Supplies,3-ring staple pack
57.58,Jacksonville,Florida,South,Office Supplies,GBC DocuBind P50 Personal Binding Machine
31.10,Jacksonville,Florida,South,Office Supplies,Xerox 23
30.19,Jacksonville,Florida,South,Furniture,"DAX Copper Panel Document Frame, 5 x 7 Size"
43.60,Jacksonville,Florida,South,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"
4.77,Jacksonville,Florida,South,Office Supplies,Dixon Ticonderoga Pencils
10.38,Jacksonville,Florida,South,Office Supplies,Wilson Jones International Size A4 Ring Binders
13.39,Jacksonville,Florida,South,Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings
39.59,Philadelphia,Pennsylvania,East,Technology,Cisco SPA508G
91.01,Philadelphia,Pennsylvania,East,Furniture,Nu-Dell Executive Frame
37.94,Los Angeles,California,West,Office Supplies,Xerox 1887
42.80,Los Angeles,California,West,Office Supplies,Xerox 1971
33.63,Los Angeles,California,West,Office Supplies,"Personal Folder Holder, Ebony"
62.81,Philadelphia,Pennsylvania,East,Office Supplies,Quality Park Security Envelopes
195.64,Eau Claire,Wisconsin,Central,Office Supplies,Xerox 1917
239.90,Eau Claire,Wisconsin,Central,Technology,Cisco SPA 502G IP Phone
380.06,Philadelphia,Pennsylvania,East,Furniture,Global Ergonomic Managers Chair
1199.98,Philadelphia,Pennsylvania,East,Technology,Sharp AL-1530CS Digital Copier
48.58,Philadelphia,Pennsylvania,East,Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
17.94,Los Angeles,California,West,Office Supplies,Xerox 1920
18.26,Philadelphia,Pennsylvania,East,Office Supplies,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
34.66,Philadelphia,Pennsylvania,East,Office Supplies,Holmes 99% HEPA Air Purifier
81.55,Philadelphia,Pennsylvania,East,Office Supplies,Tripp Lite TLP810NET Broadband Surge for Modem/Fax
227.14,Philadelphia,Pennsylvania,East,Office Supplies,Sensible Storage WireTech Storage Systems
10.36,Norwich,Connecticut,East,Office Supplies,Wilson Jones Impact Binders
463.25,San Antonio,Texas,Central,Office Supplies,Hoover Upright Vacuum With Dirt Cup
383.95,San Antonio,Texas,Central,Technology,Razer Kraken PRO Over Ear PC and Music Headset
44.86,Yuma,Arizona,West,Office Supplies,GBC Standard Therm-A-Bind Covers
30.35,Columbus,Ohio,East,Technology,Texas Instrument TI-15 Fraction Calculator
127.55,Columbus,Ohio,East,Furniture,"Global Value Steno Chair, Gray"
77.95,Columbus,Ohio,East,Furniture,"Computer Room Manger, 14"""
14.02,Los Angeles,California,West,Office Supplies,Acco 3-Hole Punch
69.52,Richmond,Kentucky,South,Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"
5.64,Richmond,Kentucky,South,Office Supplies,"OIC #2 Pencils, Medium Soft"
13.78,New York City,New York,East,Office Supplies,Binder Posts
245.88,Wausau,Wisconsin,Central,Office Supplies,Belkin 8 Outlet Surge Protector
36.63,Wausau,Wisconsin,Central,Office Supplies,Portable Personal File Box
22.58,Wausau,Wisconsin,Central,Office Supplies,X-Rack File for Hanging Folders
12.39,Wausau,Wisconsin,Central,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1"""
39.92,San Francisco,California,West,Office Supplies,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
61.96,San Francisco,California,West,Office Supplies,Xerox 1951
19.94,San Francisco,California,West,Office Supplies,Avery Hole Reinforcements
3.80,Dublin,Ohio,East,Office Supplies,"Cardinal HOLDit! Binder Insert Strips,Extra Strips"
27.74,Dublin,Ohio,East,Office Supplies,Xerox 1924
158.38,Dublin,Ohio,East,Technology,Panasonic KX-TG6844B Expandable Digital Cordless Telephone
27.58,Henderson,Kentucky,South,Furniture,9-3/4 Diameter Round Wall Clock
5.55,Bowling Green,Ohio,East,Office Supplies,"Universal Recycled Hanging Pressboard Report Binders, Letter Size"
243.92,Memphis,Tennessee,South,Office Supplies,Carina Media Storage Towers in Natural & Black
14.96,Lakewood,New Jersey,East,Office Supplies,Rubber Band Ball
7.18,Los Angeles,California,West,Office Supplies,Avery Non-Stick Binders
10.51,Rochester,New York,East,Office Supplies,Acco 3-Hole Punch
263.96,Salem,Oregon,West,Technology,Plantronics 81402
71.63,Salem,Oregon,West,Office Supplies,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack"
9.33,Salem,Oregon,West,Office Supplies,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
5.88,Pasco,Washington,West,Office Supplies,Prang Colored Pencils
975.92,Pasco,Washington,West,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
303.84,Pasco,Washington,West,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue"
485.88,Pasco,Washington,West,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black
12.54,Oakland,California,West,Furniture,"Eldon Image Series Desk Accessories, Burgundy"
8.94,Oakland,California,West,Office Supplies,Woodgrain Magazine Files by Perma
9.24,Oakland,California,West,Furniture,Longer-Life Soft White Bulbs
70.01,Los Angeles,California,West,Office Supplies,Binding Machine Supplies
77.60,Los Angeles,California,West,Furniture,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
464.85,Los Angeles,California,West,Furniture,"Deflect-o EconoMat Nonstudded, No Bevel Mat"
10.19,Oak Park,Illinois,Central,Office Supplies,Newell 307
1793.98,Morristown,New Jersey,East,Office Supplies,GBC DocuBind TL300 Electric Binding System
758.35,Austin,Texas,Central,Technology,Jawbone JAMBOX Wireless Bluetooth Speaker
20.37,New York City,New York,East,Office Supplies,Canvas Sectional Post Binders
49.85,New York City,New York,East,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders
239.97,New York City,New York,East,Technology,Mophie Juice Pack Helium for iPhone
2404.70,Seattle,Washington,West,Furniture,Global Troy Executive Leather Low-Back Tilter
563.02,Seattle,Washington,West,Office Supplies,GBC DocuBind P50 Personal Binding Machine
344.91,Seattle,Washington,West,Office Supplies,Space Solutions HD Industrial Steel Shelving.
8.64,Seattle,Washington,West,Office Supplies,Avery File Folder Labels
89.99,Lancaster,Pennsylvania,East,Technology,Blue Parrot B250XT Professional Grade Wireless BluetoothÿHeadsetÿwith
229.54,Lancaster,Pennsylvania,East,Office Supplies,Xerox 1919
1.82,Houston,Texas,Central,Office Supplies,OIC Thumb-Tacks
18.32,Houston,Texas,Central,Office Supplies,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
48.82,Houston,Texas,Central,Office Supplies,Tennsco Commercial Shelving
1.19,Houston,Texas,Central,Office Supplies,Storex Dura Pro Binders
119.80,Columbus,Ohio,East,Technology,Imationÿ32GB Pocket Pro USB 3.0ÿFlash Driveÿ- 32 GB - Black - 1 P ...
61.57,Durham,North Carolina,South,Office Supplies,Advantus Rolling Drawer Organizers
6.19,Durham,North Carolina,South,Office Supplies,DIXON Oriole Pencils
2.21,Pensacola,Florida,South,Office Supplies,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack"
5.32,Henderson,Kentucky,South,Office Supplies,Letter or Legal Size Expandable Poly String Tie Envelopes
975.92,Henderson,Kentucky,South,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
2249.91,Henderson,Kentucky,South,Technology,Logitech diNovo Edge Keyboard
59.92,Henderson,Kentucky,South,Office Supplies,Super Decoflex Portable Personal File
171.20,Anaheim,California,West,Office Supplies,"Green Canvas Binder for 8-1/2"" x 14"" Sheets"
3.36,Anaheim,California,West,Office Supplies,Newell 323
114.20,Detroit,Michigan,Central,Office Supplies,Xerox 1929
182.67,Marietta,Georgia,South,Furniture,"Global Push Button Manager's Chair, Indigo"
101.70,Marietta,Georgia,South,Technology,Kingston Digital DataTraveler 32GB USB 2.0
1126.02,Marietta,Georgia,South,Office Supplies,Tennsco Single-Tier Lockers
1263.30,Marietta,Georgia,South,Office Supplies,"24 Capacity Maxi Data Binder Racks, Pearl"
8.82,Seattle,Washington,West,Office Supplies,Newell 317
37.94,Seattle,Washington,West,Office Supplies,Computer Printout Paper with Letter-Trim Perforations
4.20,Seattle,Washington,West,Office Supplies,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2"
227.28,Seattle,Washington,West,Office Supplies,SAFCO Boltless Steel Shelving
47.90,Seattle,Washington,West,Office Supplies,Xerox 1911
61.96,Seattle,Washington,West,Office Supplies,Staple envelope
1117.92,Seattle,Washington,West,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
183.37,Parma,Ohio,East,Furniture,Global Italian Leather Office Chair
7.97,Parma,Ohio,East,Office Supplies,Xerox 1897
26.35,Gresham,Oregon,West,Office Supplies,GBC Imprintable Covers
481.32,Anaheim,California,West,Office Supplies,Iceberg Mobile Mega Data/Printer Cart
13.98,Anaheim,California,West,Office Supplies,Fiskars Spring-Action Scissors
25.92,New York City,New York,East,Office Supplies,3M Organizer Strips
91.59,New York City,New York,East,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
674.06,Houston,Texas,Central,Furniture,Hon 4070 Series Pagoda Round Back Stacking Chairs
22.92,Concord,New Hampshire,East,Office Supplies,Avery Metallic Poly Binders
269.90,Concord,New Hampshire,East,Office Supplies,Fellowes Bankers Box Recycled Super Stor/Drawer
11.81,Fairfield,Ohio,East,Office Supplies,Pressboard Hanging Data Binders for Unburst Sheets
9.59,Fairfield,Ohio,East,Technology,PNY Rapid USB Car Charger - Black
18.34,Johnson City,Tennessee,South,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
36.29,Johnson City,Tennessee,South,Office Supplies,Xerox 1931
111.98,Johnson City,Tennessee,South,Technology,iHome FM Clock Radio with Lightning Dock
5.97,Johnson City,Tennessee,South,Office Supplies,Ibico Presentation Index for Binding Systems
2.51,Johnson City,Tennessee,South,Office Supplies,Avery Durable Slant Ring Binders With Label Holder
35.96,Seattle,Washington,West,Office Supplies,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
14.95,Seattle,Washington,West,Office Supplies,Avery Hole Reinforcements
67.14,League City,Texas,Central,Office Supplies,Bulldog Vacuum Base Pencil Sharpener
254.06,League City,Texas,Central,Furniture,Hon Every-Day Chair Series Swivel Task Chairs
173.94,Gaithersburg,Maryland,East,Furniture,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
231.98,Gaithersburg,Maryland,East,Technology,GE 30522EE2
2.30,Chicago,Illinois,Central,Office Supplies,Binder Posts
96.08,Huntsville,Alabama,South,Office Supplies,14-7/8 x 11 Blue Bar Computer Printout Paper
3.62,Huntsville,Alabama,South,Office Supplies,Assorted Color Push Pins
629.10,Huntsville,Alabama,South,Office Supplies,Xerox 1915
90.48,Huntsville,Alabama,South,Technology,AT&T 17929 Lendline Telephone
14.88,Lawrence,Massachusetts,East,Office Supplies,"Eberhard Faber 3 1/2"" Golf Pencils"
91.28,Chicago,Illinois,Central,Furniture,"Lesro Round Back Collection Coffee Table, End Table"
19.44,Fairfield,Connecticut,East,Office Supplies,Xerox 214
897.15,Fairfield,Connecticut,East,Furniture,Global Comet Stacking Armless Chair
57.75,New York City,New York,East,Office Supplies,Newell 324
14.94,New York City,New York,East,Office Supplies,Easy-staple paper
23.10,Seattle,Washington,West,Office Supplies,Newell 309
12.54,Aurora,Colorado,West,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2"
1.08,Aurora,Colorado,West,Office Supplies,Wilson Jones Easy Flow II Sheet Lifters
4.51,Aurora,Colorado,West,Office Supplies,Staples
16.78,Lehi,Utah,West,Technology,"SmartStand Mobile Device Holder, Assorted Colors"
33.74,Tuscaloosa,Alabama,South,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders
1325.85,San Francisco,California,West,Office Supplies,Tennsco 6- and 18-Compartment Lockers
334.00,San Francisco,California,West,Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish"
19.90,San Francisco,California,West,Office Supplies,4009 Highlighters by Sanford
1268.82,Wilmington,Delaware,East,Furniture,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back
283.92,Wilmington,Delaware,East,Furniture,"Hon Metal Bookcases, Putty"
5.68,Wilmington,Delaware,East,Office Supplies,SANFORD Liquid Accent Tank-Style Highlighters
375.34,Lafayette,Indiana,Central,Office Supplies,Tennsco Single-Tier Lockers
96.08,Redondo Beach,California,West,Office Supplies,14-7/8 x 11 Blue Bar Computer Printout Paper
11.68,Redondo Beach,California,West,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders"
4.36,Redondo Beach,California,West,Office Supplies,Advantus Push Pins
29.24,Seattle,Washington,West,Office Supplies,Avery 519
117.49,Los Angeles,California,West,Office Supplies,Premium Transparent Presentation Covers by GBC
18.84,Los Angeles,California,West,Furniture,Eldon 200 Class Desk Accessories
12.42,New York City,New York,East,Office Supplies,BIC Brite Liner Highlighters
12.96,Royal Oak,Michigan,Central,Office Supplies,Xerox 1995
69.48,San Francisco,California,West,Office Supplies,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors
85.90,New York City,New York,East,Technology,Plantronics MX500i Earset
18.06,North Las Vegas,Nevada,West,Office Supplies,DIXON Oriole Pencils
79.14,North Las Vegas,Nevada,West,Office Supplies,Xerox 1909
37.40,North Las Vegas,Nevada,West,Furniture,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"
2.51,Carrollton,Texas,Central,Office Supplies,GBC Standard Plastic Binding Systems' Combs
18.86,Carrollton,Texas,Central,Office Supplies,Staples
61.19,Los Angeles,California,West,Technology,Grandstream GXP2100 Mainstream Business Phone
67.84,Los Angeles,California,West,Office Supplies,Fellowes Command Center 5-outlet power strip
48.71,Seattle,Washington,West,Furniture,"Global Push Button Manager's Chair, Indigo"
17.94,Seattle,Washington,West,Office Supplies,Newell 330
242.94,Seattle,Washington,West,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit"
7.76,Fort Lauderdale,Florida,South,Office Supplies,GBC Instant Report Kit
467.04,Columbia,Tennessee,South,Technology,Wi-Ex zBoost YX540 Cellular Phone Signal Booster
128.85,Providence,Rhode Island,East,Technology,Plantronics MX500i Earset
8.40,Providence,Rhode Island,East,Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
199.98,Providence,Rhode Island,East,Technology,Logitech G700s Rechargeable Gaming Mouse
110.98,Providence,Rhode Island,East,Furniture,Office Star Flex Back Scooter Chair with White Frame
207.98,Jacksonville,Florida,South,Furniture,High-Back Leather Manager's Chair
36.11,Jacksonville,Florida,South,Office Supplies,Embossed Ink Jet Note Cards
35.57,Jacksonville,Florida,South,Furniture,"Executive Impressions 14"" Contract Wall Clock"
88.77,Jacksonville,Florida,South,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
12.90,Oceanside,California,West,Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
717.12,Jacksonville,Florida,South,Technology,Enermax Acrylux Wireless Keyboard
21.36,New York City,New York,East,Office Supplies,Pressboard Data Binders by Wilson Jones
6.69,New York City,New York,East,Office Supplies,Avery Durable Slant Ring Binders With Label Holder
773.94,New York City,New York,East,Technology,Digium D40 VoIP phone
20.57,Chicago,Illinois,Central,Office Supplies,Acme Office Executive Series Stainless Steel Trimmers
4.36,Chicago,Illinois,Central,Office Supplies,Belkin 6 Outlet Metallic Surge Strip
19.04,Chicago,Illinois,Central,Technology,Kingston Digital DataTraveler 8GB USB 2.0
5.22,Huntington Beach,California,West,Office Supplies,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
84.84,San Diego,California,West,Office Supplies,Eldon Portable Mobile Manager
7.24,Nashville,Tennessee,South,Office Supplies,Assorted Color Push Pins
14.40,New York City,New York,East,Office Supplies,Avery 514
15.55,Colorado Springs,Colorado,West,Office Supplies,Xerox 226
1325.76,Colorado Springs,Colorado,West,Furniture,SAFCO Arco Folding Chair
3.11,Colorado Springs,Colorado,West,Office Supplies,Wilson Jones Impact Binders
6.67,San Francisco,California,West,Office Supplies,Acco Suede Grain Vinyl Round Ring Binder
689.41,San Francisco,California,West,Technology,Aastra 6757i CT Wireless VoIP phone
1889.99,Chicago,Illinois,Central,Office Supplies,Ibico EPK-21 Electric Binding System
55.94,Memphis,Tennessee,South,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
18.43,Memphis,Tennessee,South,Office Supplies,Avery 507
20.32,Memphis,Tennessee,South,Furniture,"Master Caster Door Stop, Brown"
52.06,New York City,New York,East,Office Supplies,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
48.78,Raleigh,North Carolina,South,Office Supplies,Euro Pro Shark Stick Mini Vacuum
13.09,Raleigh,North Carolina,South,Office Supplies,Heavy-Duty E-Z-D Binders
109.59,Los Angeles,California,West,Technology,AT&T 1080 Phone
56.70,Los Angeles,California,West,Office Supplies,Easy-staple paper
79.99,Los Angeles,California,West,Technology,Logitech G600 MMO Gaming Mouse
69.50,Newport News,Virginia,South,Office Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"
191.60,Newport News,Virginia,South,Office Supplies,Xerox 1911
10.56,Los Angeles,California,West,Office Supplies,Astroparche Fine Business Paper
47.79,Jackson,Mississippi,South,Technology,Maxell 4.7GB DVD-RW 3/Pack
714.30,Richmond,Indiana,Central,Office Supplies,Letter Size Cart
2321.90,New York City,New York,East,Technology,Zebra ZM400 Thermal Label Printer
17.94,New York City,New York,East,Office Supplies,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
9.52,Philadelphia,Pennsylvania,East,Office Supplies,GBC Wire Binding Strips
791.96,Philadelphia,Pennsylvania,East,Technology,Samsung Galaxy Note 3
4.92,Philadelphia,Pennsylvania,East,Office Supplies,Angle-D Ring Binders
209.98,Phoenix,Arizona,West,Furniture,Bestar Classic Bookcase
33.93,Cleveland,Ohio,East,Office Supplies,Vinyl Sectional Post Binders
222.32,Cleveland,Ohio,East,Office Supplies,Letter Size File
210.56,Cleveland,Ohio,East,Technology,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black
35.17,Toledo,Ohio,East,Furniture,"Eldon 200 Class Desk Accessories, Burgundy"
1502.38,Toledo,Ohio,East,Technology,Samsung Galaxy S4
10.11,Los Angeles,California,West,Furniture,Eldon 100 Class Desk Accessories
772.47,Los Angeles,California,West,Technology,LogitechÿP710e Mobile Speakerphone
20.46,Los Angeles,California,West,Office Supplies,Acme Box Cutter Scissors
347.58,New York City,New York,East,Office Supplies,Premier Electric Letter Opener
72.64,San Diego,California,West,Technology,SanDisk Cruzer 64 GB USB Flash Drive
772.47,San Diego,California,West,Technology,LogitechÿP710e Mobile Speakerphone
39.92,San Diego,California,West,Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
33.48,Oklahoma City,Oklahoma,Central,Office Supplies,GBC Poly Designer Binding Covers
